,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1642,2016.0,385000,38000.0,Diesel,Dealer,Manual,1.0
1643,2010.0,221000,51000.0,Petrol,Dealer,Manual,1.0
1644,2016.0,381000,38000.0,Diesel,Dealer,Manual,1.0
1645,2015.0,250999,35000.0,Petrol,Dealer,Manual,1.0
1646,2002.0,60000,60000.0,Petrol,Individual,Manual,3.0
1647,2016.0,380000,38000.0,Diesel,Dealer,Manual,1.0
1648,2008.0,180000,144000.0,Diesel,Individual,Manual,3.0
1649,2017.0,751000,64000.0,Diesel,Dealer,Manual,1.0
1650,2014.0,229999,65000.0,Petrol,Dealer,Manual,1.0
1651,2014.0,782000,58000.0,Diesel,Dealer,Manual,2.0
1652,2014.0,780000,58000.0,Diesel,Dealer,Manual,2.0
1653,2016.0,245000,68000.0,Petrol,Dealer,Manual,1.0
1654,2011.0,321000,81257.0,Diesel,Dealer,Manual,1.0
1655,2017.0,509999,44000.0,Diesel,Dealer,Manual,1.0
1656,2015.0,110000,45000.0,Petrol,Dealer,Manual,1.0
1657,2013.0,400000,75000.0,Diesel,Dealer,Manual,1.0
1658,2013.0,370000,90000.0,Petrol,Individual,Manual,1.0
1659,2007.0,175000,80000.0,Diesel,Individual,Manual,2.0
1660,2013.0,92800,25000.0,Petrol,Individual,Manual,2.0
1661,2014.0,291000,90000.0,Diesel,Individual,Manual,1.0
1662,2013.0,335000,110000.0,Diesel,Individual,Manual,3.0
1663,2013.0,170000,35000.0,Petrol,Individual,Manual,1.0
1664,2019.0,295000,10000.0,Petrol,Individual,Manual,1.0
1665,2019.0,375000,10000.0,Petrol,Individual,Manual,1.0
1666,2012.0,215000,70000.0,Petrol,Individual,Manual,2.0
1667,2009.0,150000,60000.0,Diesel,Individual,Manual,2.0
1668,2003.0,60000,5000.0,Petrol,Individual,Manual,2.0
1669,2006.0,52000,120000.0,Petrol,Individual,Manual,3.0
1670,2009.0,80000,90000.0,LPG,Individual,Manual,2.0
1671,2012.0,280000,110000.0,Diesel,Individual,Manual,4.0
1672,2016.0,450000,50000.0,Diesel,Individual,Manual,2.0
1673,2018.0,1150000,58000.0,Diesel,Individual,Manual,1.0
1674,2018.0,650000,60000.0,Diesel,Individual,Manual,1.0
1675,2015.0,300000,60000.0,Petrol,Individual,Manual,2.0
1676,2015.0,73000,57000.0,Petrol,Individual,Manual,1.0
1677,2015.0,400000,87000.0,Diesel,Individual,Manual,3.0
1678,2017.0,300000,70000.0,Diesel,Individual,Manual,1.0
1679,2012.0,300000,30000.0,Petrol,Individual,Automatic,2.0
1680,2012.0,450000,80000.0,Diesel,Individual,Manual,1.0
1681,2009.0,200000,100000.0,Petrol,Individual,Manual,2.0
1682,2019.0,580000,40000.0,Petrol,Individual,Manual,1.0
1683,2017.0,550000,3917.0,Petrol,Individual,Manual,1.0
1684,2007.0,190000,160000.0,Diesel,Individual,Manual,2.0
1685,2017.0,450000,35000.0,Diesel,Individual,Manual,1.0
1686,2014.0,220000,70000.0,Petrol,Individual,Manual,1.0
1687,2012.0,310000,69069.0,Petrol,Dealer,Manual,1.0
1688,2019.0,650000,13500.0,Petrol,Individual,Manual,1.0
1689,2014.0,300000,59059.0,Petrol,Dealer,Manual,1.0
1690,2013.0,200000,70000.0,Petrol,Individual,Manual,1.0
1691,2012.0,285000,39039.0,Petrol,Dealer,Manual,1.0
1692,2014.0,335000,33033.0,Petrol,Dealer,Manual,1.0
1693,2011.0,370000,55168.0,Petrol,Individual,Manual,2.0
1694,2013.0,375000,41041.0,Petrol,Dealer,Manual,1.0
1695,2009.0,235000,67067.0,Petrol,Dealer,Manual,1.0
1696,2013.0,345000,66066.0,Petrol,Dealer,Automatic,1.0
1697,2013.0,365000,82082.0,Diesel,Dealer,Manual,1.0
1698,2014.0,400000,48000.0,Diesel,Individual,Manual,1.0
1699,2012.0,465000,70070.0,Diesel,Dealer,Automatic,1.0
1700,2017.0,300000,10000.0,Petrol,Individual,Manual,1.0
1701,2018.0,655000,60000.0,Petrol,Individual,Manual,1.0
1702,2016.0,350000,30000.0,CNG,Individual,Manual,2.0
1703,2015.0,500000,50000.0,Petrol,Dealer,Automatic,1.0
1704,2015.0,465000,63063.0,Petrol,Dealer,Automatic,1.0
1705,2008.0,263000,70000.0,Diesel,Individual,Manual,1.0
1706,2012.0,250000,90000.0,Petrol,Individual,Manual,1.0
1707,2005.0,70000,90000.0,Petrol,Individual,Manual,3.0
1708,2017.0,650000,140000.0,Diesel,Individual,Manual,1.0
1709,2014.0,370000,80000.0,Diesel,Individual,Manual,2.0
1710,2016.0,509999,40000.0,Diesel,Individual,Manual,1.0
1711,2011.0,280000,33000.0,Petrol,Individual,Manual,1.0
1712,2010.0,180000,40000.0,Petrol,Individual,Manual,1.0
1713,2015.0,240000,50000.0,Petrol,Individual,Manual,1.0
1714,2017.0,650000,6000.0,Petrol,Individual,Manual,1.0
1715,2010.0,200000,78000.0,Diesel,Dealer,Manual,2.0
1716,2011.0,210000,72000.0,Diesel,Dealer,Manual,3.0
1717,2011.0,75000,9528.0,Petrol,Dealer,Manual,1.0
1718,2011.0,450000,135200.0,Diesel,Dealer,Manual,1.0
1719,2011.0,220000,58000.0,Petrol,Dealer,Manual,2.0
1720,2013.0,325000,78000.0,Diesel,Dealer,Manual,2.0
1721,2018.0,450000,45000.0,Petrol,Individual,Manual,1.0
1722,2017.0,825000,35000.0,Diesel,Individual,Manual,1.0
1723,2007.0,125000,76000.0,Petrol,Dealer,Manual,3.0
1724,2015.0,434999,100000.0,Diesel,Individual,Manual,3.0
1725,2011.0,484999,99000.0,Diesel,Individual,Manual,2.0
1726,2009.0,175000,60000.0,Diesel,Individual,Manual,3.0
1727,2006.0,220000,120000.0,Petrol,Individual,Manual,3.0
1728,2017.0,215000,34000.0,Petrol,Dealer,Manual,1.0
1729,2014.0,625000,68000.0,Diesel,Dealer,Manual,1.0
1730,2018.0,615000,15000.0,Diesel,Individual,Manual,1.0
1731,2012.0,130000,58000.0,Diesel,Dealer,Manual,1.0
1732,2013.0,175000,50300.0,Diesel,Individual,Manual,1.0
1733,2011.0,150000,70000.0,Diesel,Individual,Manual,2.0
1734,2011.0,195000,60000.0,Diesel,Individual,Manual,3.0
1735,2020.0,550000,90000.0,Diesel,Individual,Manual,1.0
1736,2010.0,400000,80000.0,Petrol,Individual,Manual,2.0
1737,2015.0,217000,45000.0,Petrol,Individual,Manual,1.0
1738,2011.0,290000,130000.0,Diesel,Individual,Manual,2.0
1739,2018.0,700000,80000.0,Diesel,Individual,Manual,1.0
1740,2014.0,175000,40000.0,Petrol,Individual,Manual,1.0
1741,2017.0,575000,80000.0,Diesel,Individual,Manual,1.0
1742,2016.0,380000,100000.0,Diesel,Individual,Manual,2.0
1743,2013.0,350000,151624.0,Diesel,Individual,Manual,2.0
1744,2012.0,450000,160000.0,Diesel,Individual,Manual,1.0
1745,2005.0,130000,110000.0,CNG,Individual,Manual,2.0
1746,2015.0,320000,74820.0,Diesel,Individual,Manual,1.0
1747,2014.0,550000,82000.0,Diesel,Individual,Manual,1.0
1748,2015.0,370000,50000.0,Petrol,Individual,Manual,2.0
1749,2010.0,114999,70000.0,Petrol,Individual,Manual,2.0
1750,2020.0,1100000,1000.0,Petrol,Individual,Manual,1.0
1751,2008.0,80000,150000.0,Diesel,Individual,Manual,3.0
1752,2019.0,950000,17000.0,Diesel,Individual,Manual,1.0
1753,2014.0,425000,150000.0,Diesel,Individual,Manual,1.0
1754,2015.0,500000,80000.0,Diesel,Individual,Manual,1.0
1755,2013.0,349000,120000.0,Diesel,Individual,Manual,1.0
1756,2012.0,330000,90000.0,Petrol,Individual,Manual,3.0
1757,2010.0,120000,90000.0,Petrol,Individual,Manual,3.0
1758,2013.0,430000,100000.0,Diesel,Individual,Manual,2.0
1759,2014.0,390000,90000.0,Diesel,Individual,Manual,1.0
1760,2012.0,225000,129000.0,Diesel,Individual,Manual,1.0
1761,2009.0,100000,66778.0,Diesel,Individual,Manual,1.0
1762,2014.0,190000,50000.0,Petrol,Individual,Manual,1.0
1763,2014.0,315000,60000.0,Diesel,Individual,Manual,2.0
1764,2015.0,300000,60000.0,Diesel,Individual,Manual,2.0
1765,2016.0,280000,40000.0,Petrol,Individual,Manual,1.0
1766,2018.0,539000,60000.0,Petrol,Individual,Manual,1.0
1767,2017.0,420000,50000.0,Petrol,Individual,Manual,1.0
1768,2001.0,85000,70000.0,Petrol,Individual,Manual,3.0
1769,2004.0,142000,73000.0,Petrol,Individual,Manual,4.0
1770,2014.0,180000,76000.0,Petrol,Individual,Manual,2.0
1771,2014.0,400000,120000.0,Diesel,Individual,Manual,2.0
1772,2003.0,85000,110000.0,Petrol,Individual,Manual,2.0
1773,2016.0,350000,63400.0,Petrol,Individual,Manual,1.0
1774,2015.0,380000,25000.0,Petrol,Individual,Manual,1.0
1775,2009.0,140000,80000.0,Petrol,Individual,Manual,3.0
1776,2012.0,200000,90000.0,Petrol,Individual,Manual,1.0
1777,2011.0,150000,157000.0,Petrol,Individual,Manual,1.0
1778,2007.0,300000,100000.0,Diesel,Individual,Manual,2.0
1779,2017.0,280000,50000.0,Petrol,Individual,Manual,1.0
1780,2011.0,200000,60000.0,Petrol,Individual,Manual,1.0
1781,2009.0,110000,38500.0,Petrol,Individual,Manual,2.0
1782,2008.0,140000,103921.0,Petrol,Individual,Manual,2.0
1783,2018.0,1150000,14825.0,Petrol,Dealer,Manual,1.0
1784,2016.0,910000,43377.0,Diesel,Dealer,Manual,1.0
1785,2010.0,160000,102307.0,Diesel,Dealer,Manual,1.0
1786,2004.0,105000,79000.0,Petrol,Individual,Manual,2.0
1787,2014.0,1200000,135000.0,Diesel,Individual,Automatic,3.0
1788,2004.0,70000,90000.0,Petrol,Individual,Manual,4.0
1789,2012.0,160000,110000.0,Diesel,Individual,Manual,1.0
1790,2013.0,225000,80000.0,Diesel,Individual,Manual,1.0
1791,2002.0,145000,100000.0,Petrol,Individual,Manual,1.0
1792,2018.0,930000,20000.0,Diesel,Individual,Manual,1.0
1793,2008.0,110000,60000.0,Diesel,Individual,Manual,3.0
1794,2017.0,650000,40000.0,Diesel,Individual,Manual,1.0
1795,2019.0,550000,51000.0,Petrol,Individual,Manual,1.0
1796,2008.0,85000,120000.0,Petrol,Individual,Manual,2.0
1797,2016.0,509999,35000.0,Petrol,Individual,Manual,1.0
1798,2014.0,225000,110000.0,Petrol,Individual,Manual,2.0
1799,2017.0,650000,70000.0,Diesel,Individual,Manual,1.0
1800,2011.0,140000,60000.0,Petrol,Individual,Manual,2.0
1801,2011.0,150000,70000.0,Petrol,Individual,Manual,1.0
1802,2018.0,450000,10000.0,Petrol,Individual,Manual,2.0
1803,2017.0,400000,60000.0,Petrol,Individual,Manual,1.0
1804,2012.0,250000,8000.0,Petrol,Individual,Manual,1.0
1805,2019.0,500000,10000.0,Diesel,Individual,Manual,1.0
1806,2002.0,85000,100000.0,Diesel,Individual,Manual,3.0
1807,2012.0,300000,110000.0,Diesel,Individual,Manual,1.0
1808,2015.0,740000,45000.0,Diesel,Dealer,Automatic,1.0
1809,2005.0,70000,68500.0,Petrol,Dealer,Manual,1.0
1810,2019.0,484999,5007.0,Petrol,Dealer,Automatic,1.0
1811,2013.0,164000,30000.0,Petrol,Individual,Manual,1.0
1812,2008.0,140000,70000.0,Petrol,Individual,Automatic,1.0
1813,2011.0,999000,49600.0,Diesel,Dealer,Automatic,1.0
1814,2005.0,56000,23000.0,Petrol,Individual,Manual,2.0
1815,2006.0,1050000,60000.0,Diesel,Dealer,Automatic,1.0
1816,2010.0,190000,38000.0,Petrol,Dealer,Manual,1.0
1817,2011.0,235000,43100.0,Petrol,Dealer,Manual,1.0
1818,2017.0,350000,10171.0,Petrol,Dealer,Manual,1.0
1819,2015.0,465000,41123.0,Diesel,Dealer,Manual,1.0
1820,2014.0,450000,40000.0,Diesel,Dealer,Manual,1.0
1821,2015.0,790000,52517.0,Diesel,Dealer,Manual,1.0
1822,2019.0,900000,20000.0,Diesel,Individual,Manual,1.0
1823,2014.0,450000,99117.0,Diesel,Dealer,Manual,1.0
1824,2009.0,135000,90000.0,Petrol,Individual,Manual,1.0
1825,2019.0,425000,3700.0,Petrol,Individual,Manual,1.0
1826,2010.0,100000,80000.0,Diesel,Individual,Manual,1.0
1827,2015.0,650000,100000.0,Diesel,Individual,Manual,2.0
1828,2011.0,90000,54000.0,Diesel,Individual,Manual,1.0
1829,2017.0,250000,19000.0,Petrol,Individual,Manual,1.0
1830,2014.0,300000,120000.0,Diesel,Individual,Manual,1.0
1831,2014.0,275000,30000.0,Petrol,Individual,Manual,1.0
1832,2017.0,600000,43500.0,Petrol,Individual,Manual,1.0
1833,2016.0,270000,60000.0,Petrol,Individual,Manual,2.0
1834,2017.0,540000,20000.0,Petrol,Individual,Manual,2.0
1835,2013.0,92800,60000.0,Petrol,Individual,Manual,2.0
1836,2013.0,92800,25000.0,Diesel,Individual,Manual,1.0
1837,2014.0,350000,20000.0,Petrol,Individual,Manual,1.0
1838,2015.0,650000,58000.0,Diesel,Individual,Manual,1.0
1839,2014.0,350000,40000.0,Petrol,Dealer,Manual,1.0
1840,2005.0,75000,70000.0,Petrol,Individual,Manual,2.0
1841,2012.0,440000,70000.0,Diesel,Dealer,Manual,1.0
1842,2013.0,270000,60000.0,Petrol,Individual,Manual,1.0
1843,2014.0,1150000,135000.0,Diesel,Dealer,Manual,1.0
1844,2015.0,238000,70000.0,Petrol,Dealer,Manual,1.0
1845,2013.0,1100000,40000.0,Petrol,Individual,Automatic,2.0
1846,2015.0,1200000,75000.0,Diesel,Dealer,Manual,2.0
1847,2010.0,260000,150000.0,Diesel,Individual,Manual,1.0
1848,2012.0,350000,140000.0,Diesel,Individual,Manual,3.0
1849,2015.0,480000,70000.0,Diesel,Individual,Manual,1.0
1850,2012.0,345000,137250.0,Diesel,Individual,Manual,2.0
1851,2013.0,500000,110000.0,Diesel,Individual,Manual,2.0
1852,2017.0,595000,27000.0,Petrol,Dealer,Manual,1.0
1853,2020.0,541000,1000.0,Petrol,Dealer,Manual,0.0
1854,2018.0,515000,16000.0,Petrol,Dealer,Manual,1.0
1855,2019.0,894999,13000.0,Diesel,Dealer,Manual,0.0
1856,2012.0,325000,47000.0,Diesel,Dealer,Manual,1.0
1857,2018.0,925000,22000.0,Petrol,Individual,Manual,1.0
1858,2017.0,844999,30000.0,Diesel,Individual,Manual,1.0
1859,2018.0,925000,20000.0,Petrol,Individual,Manual,1.0
1860,2013.0,300000,60000.0,Diesel,Individual,Manual,1.0
1861,2008.0,650000,75000.0,Petrol,Individual,Manual,2.0
1862,2010.0,175000,64000.0,Petrol,Dealer,Manual,1.0
1863,2015.0,325000,60000.0,Diesel,Individual,Manual,1.0
1864,2018.0,700000,30000.0,Petrol,Individual,Manual,1.0
1865,2003.0,95000,120000.0,Petrol,Individual,Automatic,2.0
1866,2019.0,490000,20000.0,Petrol,Dealer,Manual,1.0
1867,2013.0,380000,100000.0,Diesel,Individual,Manual,1.0
1868,2018.0,550000,31000.0,Petrol,Dealer,Manual,1.0
1869,2013.0,225000,47000.0,Petrol,Dealer,Manual,1.0
1870,2018.0,570000,11200.0,Petrol,Individual,Manual,1.0
1871,2018.0,305000,35000.0,Petrol,Dealer,Manual,1.0
1872,2010.0,240000,60000.0,LPG,Dealer,Manual,1.0
1873,2015.0,700000,55000.0,Diesel,Dealer,Manual,1.0
1874,2018.0,288000,20000.0,Petrol,Dealer,Manual,1.0
1875,2017.0,800000,75000.0,Diesel,Dealer,Manual,1.0
1876,2017.0,430000,93000.0,Petrol,Dealer,Manual,1.0
1877,2009.0,195000,57000.0,Diesel,Dealer,Manual,2.0
1878,2014.0,325000,30000.0,Petrol,Dealer,Manual,1.0
1879,2013.0,450000,60000.0,Diesel,Dealer,Manual,1.0
1880,2016.0,630000,65000.0,Diesel,Dealer,Manual,1.0
1881,2009.0,250000,62000.0,Diesel,Dealer,Manual,2.0
1882,2007.0,135000,85000.0,Petrol,Dealer,Manual,1.0
1883,2010.0,110000,73000.0,Petrol,Individual,Manual,1.0
1884,2012.0,350000,55000.0,Diesel,Dealer,Manual,1.0
1885,2014.0,240000,5800.0,Petrol,Individual,Manual,2.0
1886,2014.0,600000,30000.0,Petrol,Individual,Manual,1.0
1887,2018.0,750000,20000.0,Diesel,Individual,Manual,1.0
1888,2007.0,90000,100000.0,Petrol,Individual,Manual,2.0
1889,2013.0,350000,65000.0,Petrol,Individual,Manual,1.0
1890,2013.0,285000,90000.0,Diesel,Individual,Manual,2.0
1891,2011.0,350000,140000.0,Diesel,Individual,Manual,2.0
1892,2010.0,285000,60000.0,Petrol,Dealer,Manual,2.0
1893,2018.0,1000000,28635.0,Petrol,Dealer,Manual,1.0
1894,2018.0,780000,32114.0,Diesel,Dealer,Manual,1.0
1895,2014.0,300000,82000.0,Petrol,Dealer,Manual,2.0
1896,2006.0,160000,95149.0,Petrol,Dealer,Manual,2.0
1897,2018.0,625000,68458.0,Petrol,Dealer,Manual,1.0
1898,2010.0,265000,42000.0,Petrol,Individual,Manual,1.0
1899,2014.0,515000,90000.0,Diesel,Individual,Manual,2.0
1900,2012.0,409999,56000.0,Diesel,Individual,Manual,1.0
1901,2018.0,100000,21302.0,Diesel,Individual,Manual,1.0
1902,2016.0,650000,100000.0,Diesel,Individual,Manual,1.0
1903,2017.0,650000,80000.0,Diesel,Individual,Manual,1.0
1904,2010.0,150000,105546.0,Petrol,Individual,Manual,1.0
1905,2018.0,500000,10000.0,Petrol,Individual,Manual,1.0
1906,2012.0,1000000,80000.0,Diesel,Individual,Manual,2.0
1907,2013.0,340000,35000.0,Petrol,Individual,Manual,1.0
1908,2013.0,1010000,120000.0,Diesel,Individual,Manual,1.0
1909,2011.0,350000,120000.0,Diesel,Individual,Manual,3.0
1910,2016.0,595000,70000.0,Diesel,Individual,Manual,1.0
1911,2014.0,700000,60000.0,Diesel,Individual,Manual,3.0
1912,2019.0,265000,40000.0,Petrol,Individual,Manual,1.0
1913,2015.0,320000,60000.0,Petrol,Individual,Manual,2.0
1914,2011.0,310000,110000.0,Petrol,Individual,Manual,1.0
1915,2014.0,700000,130000.0,Diesel,Individual,Manual,1.0
1916,2009.0,130000,80000.0,Petrol,Individual,Manual,2.0
1917,2009.0,150000,120000.0,Diesel,Individual,Manual,2.0
1918,2015.0,300000,104000.0,Diesel,Individual,Manual,2.0
1919,2011.0,150000,100000.0,Petrol,Individual,Manual,2.0
1920,2003.0,120000,132343.0,Petrol,Individual,Manual,2.0
1921,2016.0,950000,90000.0,Diesel,Individual,Manual,2.0
1922,2007.0,100000,60000.0,Petrol,Individual,Manual,2.0
1923,2015.0,450000,76000.0,Diesel,Individual,Manual,1.0
1924,2004.0,30000,60000.0,Petrol,Individual,Manual,3.0
1925,2009.0,200000,30000.0,Petrol,Individual,Manual,2.0
1926,2010.0,250000,96000.0,Diesel,Individual,Manual,2.0
1927,2015.0,280000,26134.0,Petrol,Dealer,Manual,1.0
1928,2011.0,260000,52895.0,Diesel,Dealer,Manual,1.0
1929,2013.0,550000,42324.0,Diesel,Dealer,Manual,2.0
1930,2016.0,1044999,65000.0,Diesel,Dealer,Manual,1.0
1931,2012.0,550000,60236.0,Diesel,Dealer,Manual,1.0
1932,2014.0,210000,60000.0,Petrol,Individual,Manual,2.0
1933,2014.0,210000,70000.0,Petrol,Individual,Manual,3.0
1934,2009.0,290000,100000.0,Diesel,Individual,Manual,2.0
1935,2008.0,250999,110000.0,Diesel,Individual,Manual,1.0
1936,2019.0,600000,10300.0,Petrol,Individual,Manual,1.0
1937,2014.0,270000,60000.0,Diesel,Individual,Manual,2.0
1938,2012.0,550000,142000.0,Diesel,Individual,Manual,1.0
1939,2017.0,800000,25000.0,Diesel,Individual,Manual,1.0
1940,2020.0,500000,60000.0,Petrol,Individual,Manual,1.0
1941,2016.0,396000,28643.0,Petrol,Dealer,Manual,1.0
1942,2014.0,600000,50000.0,Diesel,Individual,Manual,1.0
1943,2019.0,575000,30000.0,Petrol,Dealer,Manual,1.0
1944,2020.0,520000,5000.0,Petrol,Individual,Manual,1.0
1945,2018.0,600000,7600.0,Petrol,Individual,Automatic,1.0
1946,2013.0,195000,47253.0,Diesel,Dealer,Manual,1.0
1947,2015.0,281000,4432.0,Petrol,Dealer,Automatic,2.0
1948,2010.0,75000,110000.0,Petrol,Individual,Manual,2.0
1949,2014.0,400000,25000.0,Petrol,Individual,Manual,1.0
1950,2009.0,93000,70000.0,Diesel,Individual,Manual,2.0
1951,2016.0,560000,68523.0,Diesel,Dealer,Manual,1.0
1952,2019.0,400000,5000.0,Petrol,Individual,Manual,1.0
1953,2018.0,459999,40000.0,Petrol,Individual,Manual,1.0
1954,2017.0,450000,43000.0,Diesel,Individual,Manual,1.0
1955,2010.0,88000,60000.0,CNG,Dealer,Manual,2.0
1956,2010.0,250000,34500.0,Petrol,Individual,Manual,2.0
1957,2013.0,130000,93900.0,Diesel,Individual,Manual,2.0
1958,2004.0,79000,80000.0,Petrol,Individual,Manual,1.0
1959,2012.0,120000,110000.0,Diesel,Individual,Manual,1.0
1960,2012.0,300000,25000.0,Diesel,Individual,Manual,1.0
1961,2009.0,145000,25000.0,Petrol,Individual,Manual,1.0
1962,2013.0,240000,10000.0,Petrol,Individual,Manual,1.0
1963,2018.0,700000,60000.0,Diesel,Individual,Manual,1.0
1964,2010.0,145000,110000.0,Petrol,Individual,Manual,2.0
1965,2014.0,535000,80000.0,Diesel,Individual,Manual,2.0
1966,2016.0,420000,21000.0,Petrol,Individual,Manual,1.0
1967,2016.0,350000,20000.0,Petrol,Individual,Manual,1.0
1968,2015.0,550000,32000.0,Diesel,Individual,Manual,1.0
1969,2012.0,198000,70000.0,Diesel,Individual,Manual,2.0
1970,2013.0,420000,50000.0,Diesel,Individual,Manual,1.0
1971,2004.0,195000,120000.0,Diesel,Individual,Manual,1.0
1972,2012.0,150000,55766.0,Petrol,Individual,Manual,2.0
1973,2011.0,275000,40000.0,Petrol,Individual,Manual,2.0
1974,2001.0,65000,60000.0,Petrol,Individual,Manual,3.0
1975,2008.0,200000,50000.0,Petrol,Individual,Manual,1.0
1976,2010.0,250000,110000.0,Diesel,Individual,Manual,2.0
1977,2013.0,182000,100000.0,Diesel,Individual,Manual,1.0
1978,2016.0,320000,24662.0,Petrol,Individual,Manual,1.0
1979,2014.0,650000,28245.0,Diesel,Individual,Manual,1.0
1980,2001.0,85000,86000.0,Petrol,Individual,Manual,2.0
1981,2013.0,400000,50000.0,Diesel,Individual,Manual,1.0
1982,2017.0,650000,20000.0,Diesel,Individual,Manual,1.0
1983,2010.0,400000,50000.0,Petrol,Individual,Manual,1.0
1984,2012.0,295000,80000.0,Diesel,Individual,Manual,2.0
1985,2006.0,60000,135000.0,LPG,Individual,Manual,4.0
1986,2003.0,110000,60000.0,Diesel,Individual,Manual,3.0
1987,2015.0,550000,113600.0,Diesel,Individual,Manual,1.0
1988,2008.0,190000,70000.0,Petrol,Individual,Manual,3.0
1989,2018.0,861999,20000.0,Diesel,Dealer,Manual,1.0
1990,2018.0,782000,14000.0,Petrol,Dealer,Manual,1.0
1991,2018.0,836000,26000.0,Diesel,Dealer,Manual,1.0
1992,2016.0,696000,138925.0,Petrol,Dealer,Manual,1.0
1993,2014.0,596000,121764.0,Diesel,Dealer,Manual,1.0
1994,2016.0,612000,105429.0,Petrol,Dealer,Manual,1.0
1995,2015.0,114999,35000.0,Petrol,Individual,Manual,1.0
1996,2017.0,340000,60000.0,Diesel,Individual,Manual,1.0
1997,2020.0,550000,5000.0,Petrol,Individual,Manual,1.0
1998,2008.0,114999,70000.0,Petrol,Individual,Manual,3.0
1999,2019.0,890000,20000.0,Diesel,Individual,Manual,1.0
2000,2019.0,715000,8000.0,Petrol,Individual,Manual,1.0
2001,2014.0,525000,54000.0,Petrol,Dealer,Manual,1.0
2002,2012.0,735000,55300.0,Diesel,Individual,Automatic,1.0
2003,2014.0,475000,23122.0,Petrol,Dealer,Manual,2.0
2004,2013.0,325000,62200.0,Diesel,Dealer,Manual,1.0
2005,2012.0,349000,44500.0,Diesel,Dealer,Manual,2.0
2006,2017.0,825000,13599.0,Petrol,Dealer,Automatic,1.0
2007,2014.0,550000,100000.0,Diesel,Individual,Manual,2.0
2008,2006.0,95000,110000.0,Petrol,Individual,Manual,3.0
2009,2014.0,725000,90000.0,Diesel,Individual,Manual,2.0
2010,2019.0,670000,17000.0,Petrol,Individual,Manual,1.0
2011,2008.0,65000,140000.0,Petrol,Individual,Manual,1.0
2012,2015.0,500000,50000.0,Diesel,Individual,Manual,2.0
2013,2017.0,600000,53000.0,Petrol,Individual,Manual,1.0
2014,2017.0,350000,70000.0,Petrol,Individual,Manual,2.0
2015,2008.0,110000,154000.0,Diesel,Individual,Manual,3.0
2016,2012.0,150000,80000.0,Petrol,Individual,Manual,1.0
2017,2003.0,75000,110000.0,Diesel,Individual,Manual,2.0
2018,2013.0,350000,90000.0,Diesel,Individual,Manual,2.0
2019,2011.0,890000,86000.0,Diesel,Individual,Automatic,2.0
2020,2014.0,500000,120000.0,Diesel,Individual,Manual,1.0
2021,2019.0,600000,5200.0,Petrol,Individual,Manual,1.0
2022,2010.0,99000,60000.0,Petrol,Individual,Manual,2.0
2023,2011.0,235000,46000.0,Petrol,Individual,Manual,1.0
2024,2006.0,75000,40000.0,Petrol,Individual,Manual,2.0
2025,2014.0,600000,90000.0,Diesel,Individual,Manual,2.0
2026,2019.0,1000000,60000.0,Diesel,Individual,Manual,2.0
2027,2012.0,390000,90000.0,Diesel,Individual,Manual,1.0
2028,2015.0,600000,70000.0,Diesel,Individual,Manual,1.0
2029,2017.0,600000,70000.0,Petrol,Individual,Manual,2.0
2030,2019.0,730000,35000.0,Diesel,Individual,Manual,2.0
2031,2017.0,450000,12700.0,Petrol,Individual,Automatic,1.0
2032,2011.0,250000,80000.0,Diesel,Individual,Manual,1.0
2033,2018.0,300000,20000.0,Petrol,Individual,Manual,1.0
2034,2017.0,800000,19000.0,Petrol,Individual,Manual,1.0
2035,2009.0,125000,95000.0,Diesel,Individual,Manual,2.0
2036,2012.0,295000,90000.0,Diesel,Individual,Manual,1.0
2037,2013.0,650000,45839.0,Petrol,Dealer,Manual,1.0
2038,2010.0,200000,60000.0,Petrol,Dealer,Manual,1.0
2039,2009.0,130000,87293.0,Petrol,Dealer,Manual,1.0
2040,2012.0,250000,156040.0,Diesel,Dealer,Manual,1.0
2041,2004.0,400000,93415.0,Diesel,Dealer,Manual,1.0
2042,2017.0,430000,101159.0,Petrol,Dealer,Manual,1.0
2043,2015.0,170000,80000.0,Petrol,Individual,Manual,2.0
2044,2019.0,450000,12000.0,Petrol,Individual,Manual,1.0
2045,2013.0,350000,90000.0,Petrol,Individual,Manual,1.0
2046,2011.0,130000,68519.0,Petrol,Dealer,Manual,1.0
2047,2012.0,180000,55130.0,Diesel,Dealer,Manual,1.0
2048,2014.0,475000,65239.0,Petrol,Dealer,Manual,1.0
2049,2015.0,470000,58182.0,Petrol,Dealer,Manual,1.0
2050,2012.0,200000,91245.0,Diesel,Dealer,Manual,1.0
2051,2013.0,650000,102989.0,Diesel,Dealer,Manual,1.0
2052,2014.0,409999,90000.0,Diesel,Individual,Manual,1.0
2053,2018.0,640000,25000.0,Diesel,Individual,Manual,1.0
2054,2007.0,160000,80000.0,Petrol,Individual,Manual,2.0
2055,2018.0,750000,70000.0,Diesel,Individual,Manual,1.0
2056,2002.0,150000,50000.0,Diesel,Individual,Manual,3.0
2057,2008.0,80000,100000.0,Petrol,Individual,Manual,2.0
2058,2016.0,240000,90000.0,Diesel,Individual,Manual,3.0
2059,2005.0,60000,60000.0,Petrol,Individual,Manual,3.0
2060,2007.0,70000,120000.0,Petrol,Individual,Manual,3.0
